filename,ILP level<=1?,ILP runtime
n=8_r=300_l=2_m=60_45.txt,False,1.1838
n=8_r=300_l=2_m=60_46.txt,True,2.0969
n=8_r=300_l=2_m=60_47.txt,True,2.5861
n=8_r=300_l=2_m=60_48.txt,True,5.1350
n=8_r=300_l=2_m=60_49.txt,False,0.0801
n=8_r=300_l=2_m=60_50.txt,False,0.0850
n=8_r=300_l=2_m=60_51.txt,True,0.5427
n=8_r=300_l=2_m=60_52.txt,False,1.1742
n=8_r=300_l=2_m=60_53.txt,False,0.0889
n=8_r=300_l=2_m=60_54.txt,False,7.4324
n=8_r=300_l=2_m=60_55.txt,True,0.1367
n=8_r=300_l=2_m=60_56.txt,False,0.0863
n=8_r=300_l=2_m=60_57.txt,False,0.1270
n=8_r=300_l=2_m=60_58.txt,False,6.4829
n=8_r=300_l=2_m=60_59.txt,True,3.7771
n=8_r=300_l=2_m=60_60.txt,True,0.7855
n=8_r=300_l=2_m=60_61.txt,True,1.4602
n=8_r=300_l=2_m=60_62.txt,False,0.0772
n=8_r=300_l=2_m=60_63.txt,True,0.1553
n=8_r=300_l=2_m=60_64.txt,False,0.0718
n=8_r=300_l=2_m=60_65.txt,True,0.1466
n=8_r=300_l=2_m=60_66.txt,False,0.0834
n=8_r=300_l=2_m=60_67.txt,False,1.9405
n=8_r=300_l=2_m=60_68.txt,True,0.1836
n=8_r=300_l=2_m=60_69.txt,True,1.9806
n=8_r=300_l=2_m=60_70.txt,False,0.8534
n=8_r=300_l=2_m=60_71.txt,False,0.0822
n=8_r=300_l=2_m=60_72.txt,False,0.0708
n=8_r=300_l=2_m=60_73.txt,False,0.5460
n=8_r=300_l=2_m=60_74.txt,False,0.0962
n=8_r=300_l=2_m=60_75.txt,True,0.1861
n=8_r=300_l=2_m=60_76.txt,True,1.5298
n=8_r=300_l=2_m=60_77.txt,True,1.5009
n=8_r=300_l=2_m=60_78.txt,False,3.6872
n=8_r=300_l=2_m=60_79.txt,False,0.0849
n=8_r=300_l=2_m=60_80.txt,False,0.0765
n=8_r=300_l=2_m=60_81.txt,False,6.8692
n=8_r=300_l=2_m=60_82.txt,True,0.4328
n=8_r=300_l=2_m=60_83.txt,False,0.0840
n=8_r=300_l=2_m=60_84.txt,False,0.0909
n=8_r=300_l=2_m=60_85.txt,True,0.1314
n=8_r=300_l=2_m=60_86.txt,False,0.4035
n=8_r=300_l=2_m=60_87.txt,False,0.0754
n=8_r=300_l=2_m=60_88.txt,False,0.0892
n=8_r=300_l=2_m=60_89.txt,True,0.1113
n=8_r=300_l=2_m=60_90.txt,False,0.3536
n=8_r=300_l=2_m=60_91.txt,False,0.0850
n=8_r=300_l=2_m=60_92.txt,False,0.1021
n=8_r=300_l=2_m=60_93.txt,True,0.2167
n=8_r=300_l=2_m=60_94.txt,True,0.5502
n=8_r=300_l=2_m=60_95.txt,True,0.1593
n=8_r=300_l=2_m=60_96.txt,True,1.6137
n=8_r=300_l=2_m=60_97.txt,True,0.7582
n=8_r=300_l=2_m=60_98.txt,False,2.0434
n=8_r=300_l=2_m=60_99.txt,True,0.7784
