filename,ILP level<=1?,ILP runtime
n=8_r=100_l=2_m=20_50.txt,True,0.0430
n=8_r=100_l=2_m=20_51.txt,False,0.0275
n=8_r=100_l=2_m=20_52.txt,False,0.0756
n=8_r=100_l=2_m=20_53.txt,True,0.0388
n=8_r=100_l=2_m=20_54.txt,False,0.0274
n=8_r=100_l=2_m=20_55.txt,False,0.0282
n=8_r=100_l=2_m=20_56.txt,False,0.0594
n=8_r=100_l=2_m=20_57.txt,True,0.0361
n=8_r=100_l=2_m=20_58.txt,True,0.0390
n=8_r=100_l=2_m=20_59.txt,False,0.0321
n=8_r=100_l=2_m=20_60.txt,True,0.0403
n=8_r=100_l=2_m=20_61.txt,True,0.0462
n=8_r=100_l=2_m=20_62.txt,True,0.0842
n=8_r=100_l=2_m=20_63.txt,False,0.0552
n=8_r=100_l=2_m=20_64.txt,True,0.0833
n=8_r=100_l=2_m=20_65.txt,True,0.0345
n=8_r=100_l=2_m=20_66.txt,True,0.0637
n=8_r=100_l=2_m=20_67.txt,False,0.0300
n=8_r=100_l=2_m=20_68.txt,True,0.0912
n=8_r=100_l=2_m=20_69.txt,True,0.0362
n=8_r=100_l=2_m=20_70.txt,True,0.0572
n=8_r=100_l=2_m=20_71.txt,True,0.0503
n=8_r=100_l=2_m=20_72.txt,True,0.0327
n=8_r=100_l=2_m=20_73.txt,True,0.0426
n=8_r=100_l=2_m=20_74.txt,True,0.0363
n=8_r=100_l=2_m=20_75.txt,True,0.0465
n=8_r=100_l=2_m=20_76.txt,True,0.0392
n=8_r=100_l=2_m=20_77.txt,True,0.0346
n=8_r=100_l=2_m=20_78.txt,True,0.0474
n=8_r=100_l=2_m=20_79.txt,True,0.0602
n=8_r=100_l=2_m=20_80.txt,True,0.0426
n=8_r=100_l=2_m=20_81.txt,True,0.0476
n=8_r=100_l=2_m=20_82.txt,True,0.0509
n=8_r=100_l=2_m=20_83.txt,True,0.0381
n=8_r=100_l=2_m=20_84.txt,False,0.0309
n=8_r=100_l=2_m=20_85.txt,True,0.0477
n=8_r=100_l=2_m=20_86.txt,True,0.0379
n=8_r=100_l=2_m=20_87.txt,True,0.0551
n=8_r=100_l=2_m=20_88.txt,True,0.0403
n=8_r=100_l=2_m=20_89.txt,False,0.0312
n=8_r=100_l=2_m=20_90.txt,False,0.0296
n=8_r=100_l=2_m=20_91.txt,True,0.0412
n=8_r=100_l=2_m=20_92.txt,True,0.0314
n=8_r=100_l=2_m=20_93.txt,True,0.0494
n=8_r=100_l=2_m=20_94.txt,True,0.0375
n=8_r=100_l=2_m=20_95.txt,False,0.0333
n=8_r=100_l=2_m=20_96.txt,True,0.0503
n=8_r=100_l=2_m=20_97.txt,True,0.0402
n=8_r=100_l=2_m=20_98.txt,True,0.0426
n=8_r=100_l=2_m=20_99.txt,False,0.0286
