filename,ILP level<=1?,ILP runtime
n=8_r=500_l=2_m=100_35.txt,True,9.3545
n=8_r=500_l=2_m=100_36.txt,False,0.1303
n=8_r=500_l=2_m=100_37.txt,True,9.2244
n=8_r=500_l=2_m=100_38.txt,True,4.4799
n=8_r=500_l=2_m=100_39.txt,True,2.0936
n=8_r=500_l=2_m=100_40.txt,False,0.1556
n=8_r=500_l=2_m=100_41.txt,False,2.6536
n=8_r=500_l=2_m=100_42.txt,False,14.6723
n=8_r=500_l=2_m=100_43.txt,False,0.1264
n=8_r=500_l=2_m=100_44.txt,False,13.5734
n=8_r=500_l=2_m=100_45.txt,True,4.2456
n=8_r=500_l=2_m=100_46.txt,False,15.6718
n=8_r=500_l=2_m=100_47.txt,False,0.1445
n=8_r=500_l=2_m=100_48.txt,True,1.0091
n=8_r=500_l=2_m=100_49.txt,False,0.1229
n=8_r=500_l=2_m=100_50.txt,False,0.1244
n=8_r=500_l=2_m=100_51.txt,True,0.4508
n=8_r=500_l=2_m=100_52.txt,False,0.1382
n=8_r=500_l=2_m=100_53.txt,False,1.4739
n=8_r=500_l=2_m=100_54.txt,False,25.4169
n=8_r=500_l=2_m=100_55.txt,True,1.0339
n=8_r=500_l=2_m=100_56.txt,False,13.7684
n=8_r=500_l=2_m=100_57.txt,True,1.7525
n=8_r=500_l=2_m=100_58.txt,False,0.1301
n=8_r=500_l=2_m=100_59.txt,False,0.1494
n=8_r=500_l=2_m=100_60.txt,True,0.8369
n=8_r=500_l=2_m=100_61.txt,True,18.2012
n=8_r=500_l=2_m=100_62.txt,False,28.6678
n=8_r=500_l=2_m=100_63.txt,False,0.1369
n=8_r=500_l=2_m=100_64.txt,False,30.0221
n=8_r=500_l=2_m=100_65.txt,True,19.7652
n=8_r=500_l=2_m=100_66.txt,False,11.2236
n=8_r=500_l=2_m=100_67.txt,True,17.4800
n=8_r=500_l=2_m=100_68.txt,False,0.1299
n=8_r=500_l=2_m=100_69.txt,True,1.5992
n=8_r=500_l=2_m=100_70.txt,False,1.4364
n=8_r=500_l=2_m=100_71.txt,True,14.3587
n=8_r=500_l=2_m=100_72.txt,True,7.4506
n=8_r=500_l=2_m=100_73.txt,True,0.7553
n=8_r=500_l=2_m=100_74.txt,False,0.1961
n=8_r=500_l=2_m=100_75.txt,False,8.9581
n=8_r=500_l=2_m=100_76.txt,True,27.2103
n=8_r=500_l=2_m=100_77.txt,False,5.0006
n=8_r=500_l=2_m=100_78.txt,True,1.1247
n=8_r=500_l=2_m=100_79.txt,True,20.2868
n=8_r=500_l=2_m=100_80.txt,False,0.1491
n=8_r=500_l=2_m=100_81.txt,True,6.2297
n=8_r=500_l=2_m=100_82.txt,True,4.1452
n=8_r=500_l=2_m=100_83.txt,True,2.2781
n=8_r=500_l=2_m=100_84.txt,True,4.9917
n=8_r=500_l=2_m=100_85.txt,True,5.4690
n=8_r=500_l=2_m=100_86.txt,False,0.1741
n=8_r=500_l=2_m=100_87.txt,False,22.7219
n=8_r=500_l=2_m=100_88.txt,False,15.3937
n=8_r=500_l=2_m=100_89.txt,True,0.9783
n=8_r=500_l=2_m=100_90.txt,False,0.1540
n=8_r=500_l=2_m=100_91.txt,False,0.1613
n=8_r=500_l=2_m=100_92.txt,False,18.7991
n=8_r=500_l=2_m=100_93.txt,True,3.6745
n=8_r=500_l=2_m=100_94.txt,True,0.9164
n=8_r=500_l=2_m=100_95.txt,True,9.3009
n=8_r=500_l=2_m=100_96.txt,False,0.1703
n=8_r=500_l=2_m=100_97.txt,False,0.1292
n=8_r=500_l=2_m=100_98.txt,True,11.7485
n=8_r=500_l=2_m=100_99.txt,True,1.8167
