filename,ILP level<=1?,ILP runtime
n=8_r=600_l=2_m=120_70.txt,False,0.9539
n=8_r=600_l=2_m=120_71.txt,True,0.8794
n=8_r=600_l=2_m=120_72.txt,True,1.2492
n=8_r=600_l=2_m=120_73.txt,False,0.1947
n=8_r=600_l=2_m=120_74.txt,True,2.5888
n=8_r=600_l=2_m=120_75.txt,False,0.1610
n=8_r=600_l=2_m=120_76.txt,False,29.8334
n=8_r=600_l=2_m=120_77.txt,True,1.5618
n=8_r=600_l=2_m=120_78.txt,False,0.1589
n=8_r=600_l=2_m=120_79.txt,True,24.3418
n=8_r=600_l=2_m=120_80.txt,False,0.1741
n=8_r=600_l=2_m=120_81.txt,True,1.0478
n=8_r=600_l=2_m=120_82.txt,False,34.0559
n=8_r=600_l=2_m=120_83.txt,False,0.1819
n=8_r=600_l=2_m=120_84.txt,True,1.2497
n=8_r=600_l=2_m=120_85.txt,True,9.1544
n=8_r=600_l=2_m=120_86.txt,False,4.1267
n=8_r=600_l=2_m=120_87.txt,False,13.9536
n=8_r=600_l=2_m=120_88.txt,True,43.8686
n=8_r=600_l=2_m=120_89.txt,True,9.5792
n=8_r=600_l=2_m=120_90.txt,True,5.8911
n=8_r=600_l=2_m=120_91.txt,True,22.7950
n=8_r=600_l=2_m=120_92.txt,True,15.9934
n=8_r=600_l=2_m=120_93.txt,True,1.4030
n=8_r=600_l=2_m=120_94.txt,False,20.3943
n=8_r=600_l=2_m=120_95.txt,False,0.1646
n=8_r=600_l=2_m=120_96.txt,True,1.0461
n=8_r=600_l=2_m=120_97.txt,True,0.5848
n=8_r=600_l=2_m=120_98.txt,True,13.6977
n=8_r=600_l=2_m=120_99.txt,False,0.1656
